Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-MMU-8964616,"G beta:gamma signalling through CDC42",2,20,0.0021554046772281495,0.027190117566981642,0.24471105810283478,5,6,7.735946364105209E-4,10090,Mus musculus,"P62874;P60766","P62874;P60766","R-MMU-8964614;R-MMU-8964604;R-MMU-8964605;R-MMU-8964599;R-MMU-8964634"
R-MMU-211979,"Eicosanoids",2,20,0.0021554046772281495,0.027190117566981642,0.24471105810283478,3,6,7.735946364105209E-4,10090,Mus musculus,"Q64462;O35074","Q64462;O35074","R-MMU-215526;R-MMU-211873;R-MMU-76496"
R-MMU-3371497,"HSP90 chaperone cycle for steroid hormone receptors (SHR)",3,52,0.005604052160793189,0.029175804575556796,0.26258224118001117,9,12,0.0015471892728210418,10090,Mus musculus,"Q60864;P17156;Q922F4","Q60864;P17156;Q922F4","R-MMU-3371503;R-MMU-3371422;R-MMU-3371590;R-MMU-5618098;R-MMU-5618080;R-MMU-5618110;R-MMU-5618105;R-MMU-5618107;R-MMU-5618085"
R-MMU-6807878,"COPI-mediated anterograde transport",4,95,0.010238172216833711,0.033667253872035174,0.27265273178544835,10,12,0.0015471892728210418,10090,Mus musculus,"Q9Z1Z0;Q922F4;Q9JIF7;Q5XJY5","Q9Z1Z0;Q922F4;Q9JIF7;Q5XJY5","R-MMU-6809003;R-MMU-6809010;R-MMU-6807877;R-MMU-6807866;R-MMU-6807864;R-MMU-6809006;R-MMU-6807875;R-MMU-6809011;R-MMU-6807872;R-MMU-6807868"
R-MMU-9006934,"Signaling by Receptor Tyrosine Kinases",10,409,0.04407802564931566,0.036155840021673824,0.27265273178544835,15,516,0.0665291387313048,10090,Mus musculus,"P17225;Q99JI6;P49312;P20918;Q9DBG3;P50516;P17427;P17426;Q9D7X3;P60766","P17225;Q99JI6;P49312;P20918;Q9DBG3;P50516;P17427;P17426;Q9D7X3;P60766","R-MMU-8875568;R-MMU-183002;R-MMU-203797;R-MMU-74723;R-MMU-183084;R-MMU-5218832;R-MMU-6803523;R-MMU-8951490;R-MMU-5218812;R-MMU-382061;R-MMU-5252133;R-MMU-183094;R-MMU-5218814;R-MMU-177479;R-MMU-5218804"
R-MMU-917937,"Iron uptake and transport",3,57,0.006142903330100227,0.03673554235087084,0.27265273178544835,7,32,0.0041258380608561115,10090,Mus musculus,"P09528;Q9WTX6;P50516","P09528;Q9WTX6;P50516","R-MMU-917841;R-MMU-5691131;R-MMU-5691167;R-MMU-1562626;R-MMU-5691108;R-MMU-5252133;R-MMU-5691176"
R-MMU-3065676,"SUMO is conjugated to E1 (UBA2:SAE1)",1,3,3.2331070158422246E-4,0.0374380308645027,0.27265273178544835,1,1,1.2893243940175349E-4,10090,Mus musculus,"Q9R1T2","Q9R1T2","R-MMU-2990833"
R-MMU-379397,"Enzymatic degradation of dopamine by COMT",1,3,3.2331070158422246E-4,0.0374380308645027,0.27265273178544835,1,3,3.8679731820526046E-4,10090,Mus musculus,"O88587","O88587","R-MMU-379387"
R-MMU-72689,"Formation of a pool of free 40S subunits",4,99,0.01066925315227934,0.03822937093981582,0.27265273178544835,2,2,2.5786487880350697E-4,10090,Mus musculus,"P62245;Q99JX4;Q9JJI8;P47955","P62245;Q99JX4;Q9JJI8;P47955","R-MMU-72673;R-MMU-72676"
R-MMU-6803529,"FGFR2 alternative splicing",2,26,0.0028020260803965943,0.04375954339676269,0.27265273178544835,1,2,2.5786487880350697E-4,10090,Mus musculus,"P17225;P49312","P17225;P49312","R-MMU-6803523"
R-MMU-379401,"Dopamine clearance from the synaptic cleft",1,4,4.310809354456299E-4,0.04960588027422885,0.27265273178544835,2,6,7.735946364105209E-4,10090,Mus musculus,"O88587","O88587","R-MMU-379387;R-MMU-379464"
R-MMU-75108,"Activation, myristolyation of BID and translocation to mitochondria",1,4,4.310809354456299E-4,0.04960588027422885,0.27265273178544835,1,4,5.157297576070139E-4,10090,Mus musculus,"O70310","O70310","R-MMU-141367"
R-MMU-156827,"L13a-mediated translational silencing of Ceruloplasmin expression",4,109,0.011746955490893416,0.05111512585489841,0.27265273178544835,2,2,2.5786487880350697E-4,10090,Mus musculus,"P62245;Q99JX4;Q9JJI8;P47955","P62245;Q99JX4;Q9JJI8;P47955","R-MMU-156823;R-MMU-156826"
R-MMU-72706,"GTP hydrolysis and joining of the 60S ribosomal subunit",4,110,0.011854725724754822,0.05251981537124295,0.27265273178544835,3,3,3.8679731820526046E-4,10090,Mus musculus,"P62245;Q99JX4;Q9JJI8;P47955","P62245;Q99JX4;Q9JJI8;P47955","R-MMU-72619;R-MMU-72672;R-MMU-72671"
R-MMU-380972,"Energy dependent regulation of mTOR by LKB1-AMPK",2,29,0.0031253367819808167,0.05313235347792977,0.27265273178544835,6,7,9.025270758122744E-4,10090,Mus musculus,"Q8BRK8;Q9D1L9","Q8BRK8;Q9D1L9","R-MMU-200421;R-MMU-380979;R-MMU-380949;R-MMU-380927;R-MMU-447074;R-MMU-380930"
R-MMU-2514856,"The phototransduction cascade",2,29,0.0031253367819808167,0.05313235347792977,0.27265273178544835,2,17,0.002191851469829809,10090,Mus musculus,"O70310;P62874","O70310;P62874","R-MMU-2485182;R-MMU-2534087"
R-MMU-2682334,"EPH-Ephrin signaling",3,70,0.007543916370298524,0.06056467949395439,0.27265273178544835,2,37,0.004770500257864879,10090,Mus musculus,"Q9WV32;Q9R0Q6;P60766","Q9WV32;Q9R0Q6;P60766","R-MMU-3928601;R-MMU-3928595"
R-MMU-3065678,"SUMO is transferred from E1 to E2 (UBE2I, UBC9)",1,5,5.388511693070374E-4,0.06162120175084418,0.27265273178544835,1,1,1.2893243940175349E-4,10090,Mus musculus,"Q9R1T2","Q9R1T2","R-MMU-2993780"
R-MMU-140834,"Extrinsic Pathway of Fibrin Clot Formation",1,5,5.388511693070374E-4,0.06162120175084418,0.27265273178544835,4,8,0.0010314595152140279,10090,Mus musculus,"O88947","O88947","R-MMU-140777;R-MMU-140736;R-MMU-140825;R-MMU-140769"
R-MMU-72613,"Eukaryotic Translation Initiation",4,117,0.012609117361784675,0.06293789956199491,0.27265273178544835,12,19,0.002449716348633316,10090,Mus musculus,"P62245;Q99JX4;Q9JJI8;P47955","P62245;Q99JX4;Q9JJI8;P47955","R-MMU-72619;R-MMU-72672;R-MMU-156823;R-MMU-72671;R-MMU-157849;R-MMU-72621;R-MMU-72673;R-MMU-72691;R-MMU-72676;R-MMU-156826;R-MMU-156808;R-MMU-72697"
R-MMU-72737,"Cap-dependent Translation Initiation",4,117,0.012609117361784675,0.06293789956199491,0.27265273178544835,10,17,0.002191851469829809,10090,Mus musculus,"P62245;Q99JX4;Q9JJI8;P47955","P62245;Q99JX4;Q9JJI8;P47955","R-MMU-72619;R-MMU-72672;R-MMU-72671;R-MMU-157849;R-MMU-72621;R-MMU-72673;R-MMU-72691;R-MMU-72676;R-MMU-156808;R-MMU-72697"
R-MMU-397795,"G-protein beta:gamma signalling",2,32,0.003448647483565039,0.06314416545439738,0.27265273178544835,12,15,0.0019339865910263023,10090,Mus musculus,"P62874;P60766","P62874;P60766","R-MMU-8964614;R-MMU-8964271;R-MMU-8964604;R-MMU-398040;R-MMU-8964605;R-MMU-8964241;R-MMU-398193;R-MMU-392295;R-MMU-8964599;R-MMU-8964317;R-MMU-392300;R-MMU-8964634"
R-MMU-432720,"Lysosome Vesicle Biogenesis",2,34,0.0036641879512878542,0.07014388400947147,0.27265273178544835,5,8,0.0010314595152140279,10090,Mus musculus,"Q91W90;P22892","Q91W90;P22892","R-MMU-432688;R-MMU-432712;R-MMU-432706;R-MMU-5333658;R-MMU-432707"
R-MMU-1632852,"Macroautophagy",4,123,0.01325573876495312,0.0726715022253418,0.27265273178544835,15,71,0.009154203197524496,10090,Mus musculus,"Q9QYA2;Q922F4;Q8BRK8;Q9D1L9","Q9QYA2;Q922F4;Q8BRK8;Q9D1L9","R-MMU-5205661;R-MMU-5675868;R-MMU-5672817;R-MMU-5673768;R-MMU-5672008;R-MMU-1632857;R-MMU-5672017;R-MMU-5675790;R-MMU-9646679;R-MMU-5665868;R-MMU-5679239;R-MMU-9646685;R-MMU-5679205;R-MMU-5672010;R-MMU-5672011"
R-MMU-9612973,"Autophagy",4,123,0.01325573876495312,0.0726715022253418,0.27265273178544835,15,71,0.009154203197524496,10090,Mus musculus,"Q9QYA2;Q922F4;Q8BRK8;Q9D1L9","Q9QYA2;Q922F4;Q8BRK8;Q9D1L9","R-MMU-5205661;R-MMU-5675868;R-MMU-5672817;R-MMU-5673768;R-MMU-5672008;R-MMU-1632857;R-MMU-5672017;R-MMU-5675790;R-MMU-9646679;R-MMU-5665868;R-MMU-5679239;R-MMU-9646685;R-MMU-5679205;R-MMU-5672010;R-MMU-5672011"
R-MMU-163680,"AMPK inhibits chREBP transcriptional activation activity",1,6,6.466214031684449E-4,0.07348589114294346,0.27265273178544835,1,2,2.5786487880350697E-4,10090,Mus musculus,"Q8BRK8","Q8BRK8","R-MMU-163664"
R-MMU-114604,"GPVI-mediated activation cascade",2,35,0.003771958185149262,0.0737348849212972,0.27265273178544835,3,19,0.002449716348633316,10090,Mus musculus,"P84096;P60766","P84096;P60766","R-MMU-442291;R-MMU-442314;R-MMU-442273"
R-MMU-195721,"Signaling by WNT",6,232,0.025002694255846534,0.07645753229294305,0.27265273178544835,15,109,0.01405363589479113,10090,Mus musculus,"Q9WTX6;Q9R1P1;Q9DBG3;P17427;P17426;P62874","Q9WTX6;Q9R1P1;Q9DBG3;P17427;P17426;P62874","R-MMU-5138459;R-MMU-3640874;R-MMU-1504193;R-MMU-4641260;R-MMU-398040;R-MMU-5140747;R-MMU-398193;R-MMU-4608855;R-MMU-2130279;R-MMU-3965444;R-MMU-3965447;R-MMU-2130282;R-MMU-2130286;R-MMU-4641256;R-MMU-5138433"
R-MMU-2129379,"Molecules associated with elastic fibres",2,36,0.0038797284190106693,0.07738389716713823,0.27265273178544835,3,9,0.0011603919546157814,10090,Mus musculus,"P37889;P29788","P37889;P29788","R-MMU-2537665;R-MMU-1592387;R-MMU-2161282"
R-MMU-216083,"Integrin cell surface interactions",3,80,0.008621618708912598,0.08272151647504844,0.27265273178544835,4,44,0.005673027333677153,10090,Mus musculus,"Q8VCM7;P29788;Q8K0E8","Q8VCM7;P29788;Q8K0E8","R-MMU-114560;R-MMU-216082;R-MMU-216069;R-MMU-216076"
R-MMU-5696399,"Global Genome Nucleotide Excision Repair (GG-NER)",3,81,0.008729388942774006,0.08510604549740342,0.27265273178544835,11,19,0.002449716348633316,10090,Mus musculus,"P54728;P61202;Q99LD4","P54728;P61202;Q99LD4","R-MMU-5696664;R-MMU-5691004;R-MMU-6790487;R-MMU-5696670;R-MMU-6790454;R-MMU-5696655;R-MMU-6782943;R-MMU-5691000;R-MMU-5691006;R-MMU-5690996;R-MMU-5689861"
R-MMU-901042,"Calnexin/calreticulin cycle",1,7,7.543916370298524E-4,0.08520182093531037,0.27265273178544835,1,2,2.5786487880350697E-4,10090,Mus musculus,"P14211","P14211","R-MMU-901047"
R-MMU-8851680,"Butyrophilin (BTN) family interactions",1,7,7.543916370298524E-4,0.08520182093531037,0.27265273178544835,1,6,7.735946364105209E-4,10090,Mus musculus,"Q00519","Q00519","R-MMU-8851044"
R-MMU-5683057,"MAPK family signaling cascades",7,299,0.032223299924560835,0.08773021552188198,0.27265273178544835,14,107,0.013795771015987623,10090,Mus musculus,"Q99JI6;Q9R1P1;Q9JKF1;Q8VCM7;P60766;Q62048;Q8K0E8","Q99JI6;Q9R1P1;Q9JKF1;Q8VCM7;P60766;Q62048;Q8K0E8","R-MMU-5672978;R-MMU-9657608;R-MMU-389788;R-MMU-9657603;R-MMU-9657606;R-MMU-5672972;R-MMU-5627775;R-MMU-5687112;R-MMU-5672980;R-MMU-5658430;R-MMU-5674387;R-MMU-5675206;R-MMU-5672973;R-MMU-9657599"
R-MMU-1474244,"Extracellular matrix organization",7,299,0.032223299924560835,0.08773021552188198,0.27265273178544835,23,253,0.03261990716864363,10090,Mus musculus,"Q60715;P24369;P20918;P37889;Q8VCM7;P29788;Q8K0E8","Q60715;P24369;P20918;P37889;Q8VCM7;P29788;Q8K0E8","R-MMU-1592316;R-MMU-1592371;R-MMU-1604712;R-MMU-2396079;R-MMU-216082;R-MMU-216069;R-MMU-2022073;R-MMU-2161282;R-MMU-216076;R-MMU-2731122;R-MMU-114560;R-MMU-8948226;R-MMU-1980233;R-MMU-2537665;R-MMU-1592314;R-MMU-1592387;R-MMU-2426471;R-MMU-1602488;R-MMU-1592398;R-MMU-2396370;R-MMU-1650808;R-MMU-1602458;R-MMU-8948230"
R-MMU-165159,"MTOR signalling",2,40,0.004310809354456299,0.09252046102852662,0.27265273178544835,18,28,0.0036101083032490976,10090,Mus musculus,"Q8BRK8;Q9D1L9","Q8BRK8;Q9D1L9","R-MMU-5672824;R-MMU-5653974;R-MMU-380979;R-MMU-377186;R-MMU-8952726;R-MMU-380949;R-MMU-5653968;R-MMU-5672828;R-MMU-5672843;R-MMU-447074;R-MMU-165718;R-MMU-200421;R-MMU-165692;R-MMU-8952716;R-MMU-5653936;R-MMU-380927;R-MMU-380930;R-MMU-165680"
R-MMU-190828,"Gap junction trafficking",2,41,0.004418579588317707,0.09643018059525632,0.27265273178544835,5,10,0.0012893243940175349,10090,Mus musculus,"P98078;Q922F4","P98078;Q922F4","R-MMU-196017;R-MMU-190829;R-MMU-190519;R-MMU-196026;R-MMU-190520"
R-MMU-166665,"Terminal pathway of complement",1,8,8.621618708912598E-4,0.0967708405343004,0.27265273178544835,4,5,6.446621970087674E-4,10090,Mus musculus,"Q06890","Q06890","R-MMU-173709;R-MMU-173725;R-MMU-173723;R-MMU-173720"
R-MMU-112311,"Neurotransmitter clearance",1,8,8.621618708912598E-4,0.0967708405343004,0.27265273178544835,2,10,0.0012893243940175349,10090,Mus musculus,"O88587","O88587","R-MMU-379387;R-MMU-379464"
R-MMU-112314,"Neurotransmitter receptors and postsynaptic signal transmission",4,140,0.015087832740597048,0.10409700494379504,0.27265273178544835,6,46,0.00593089221248066,10090,Mus musculus,"Q9DBG3;P17427;P17426;P62874","Q9DBG3;P17427;P17426;P62874","R-MMU-1013013;R-MMU-1013020;R-MMU-1013012;R-MMU-500717;R-MMU-421007;R-MMU-416639"
R-MMU-157858,"Gap junction trafficking and regulation",2,43,0.0046341200560405214,0.1043874860197389,0.27265273178544835,5,13,0.0016761217122227953,10090,Mus musculus,"P98078;Q922F4","P98078;Q922F4","R-MMU-196017;R-MMU-190829;R-MMU-190519;R-MMU-196026;R-MMU-190520"
R-MMU-1566948,"Elastic fibre formation",2,43,0.0046341200560405214,0.1043874860197389,0.27265273178544835,3,16,0.0020629190304280558,10090,Mus musculus,"P37889;P29788","P37889;P29788","R-MMU-2537665;R-MMU-1592387;R-MMU-2161282"
R-MMU-1799339,"SRP-dependent cotranslational protein targeting to membrane",3,90,0.009699321047526674,0.1078362799212984,0.27265273178544835,1,1,1.2893243940175349E-4,10090,Mus musculus,"P62245;Q9JJI8;P47955","P62245;Q9JJI8;P47955","R-MMU-1799332"
R-MMU-1170546,"Prolactin receptor signaling",1,9,9.699321047526673E-4,0.10819477654988796,0.27265273178544835,3,8,0.0010314595152140279,10090,Mus musculus,"Q9WTX6","Q9WTX6","R-MMU-1370500;R-MMU-1170539;R-MMU-976991"
R-MMU-2485179,"Activation of the phototransduction cascade",1,9,9.699321047526673E-4,0.10819477654988796,0.27265273178544835,1,5,6.446621970087674E-4,10090,Mus musculus,"P62874","P62874","R-MMU-2485182"
R-MMU-159740,"Gamma-carboxylation of protein precursors",1,9,9.699321047526673E-4,0.10819477654988796,0.27265273178544835,1,8,0.0010314595152140279,10090,Mus musculus,"O88947","O88947","R-MMU-159819"
R-MMU-159763,"Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus",1,9,9.699321047526673E-4,0.10819477654988796,0.27265273178544835,1,9,0.0011603919546157814,10090,Mus musculus,"O88947","O88947","R-MMU-159757"
R-MMU-975956,"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",3,92,0.009914861515249488,0.11318035284409977,0.27265273178544835,1,1,1.2893243940175349E-4,10090,Mus musculus,"P62245;Q9JJI8;P47955","P62245;Q9JJI8;P47955","R-MMU-927789"
R-MMU-196025,"Formation of annular gap junctions",1,10,0.0010777023386140748,0.11947543307422448,0.27265273178544835,2,2,2.5786487880350697E-4,10090,Mus musculus,"P98078","P98078","R-MMU-196017;R-MMU-196026"
R-MMU-162658,"Golgi Cisternae Pericentriolar Stack Reorganization",1,10,0.0010777023386140748,0.11947543307422448,0.27265273178544835,1,2,2.5786487880350697E-4,10090,Mus musculus,"Q99JX3","Q99JX3","R-MMU-2422927"
R-MMU-3215018,"Processing and activation of SUMO",1,10,0.0010777023386140748,0.11947543307422448,0.27265273178544835,2,5,6.446621970087674E-4,10090,Mus musculus,"Q9R1T2","Q9R1T2","R-MMU-2993780;R-MMU-2990833"
R-MMU-3000480,"Scavenging by Class A Receptors",1,10,0.0010777023386140748,0.11947543307422448,0.27265273178544835,1,3,3.8679731820526046E-4,10090,Mus musculus,"P14211","P14211","R-MMU-2507854"
R-MMU-159782,"Removal of aminoterminal propeptides from gamma-carboxylated proteins",1,10,0.0010777023386140748,0.11947543307422448,0.27265273178544835,1,9,0.0011603919546157814,10090,Mus musculus,"O88947","O88947","R-MMU-159733"
R-MMU-373753,"Nephrin family interactions",1,10,0.0010777023386140748,0.11947543307422448,0.27265273178544835,1,9,0.0011603919546157814,10090,Mus musculus,"Q9JKF1","Q9JKF1","R-MMU-451377"
R-MMU-199977,"ER to Golgi Anterograde Transport",4,148,0.015949994611488306,0.12072339235863738,0.27265273178544835,13,39,0.005028365136668386,10090,Mus musculus,"Q9Z1Z0;Q922F4;Q9JIF7;Q5XJY5","Q9Z1Z0;Q922F4;Q9JIF7;Q5XJY5","R-MMU-6809010;R-MMU-6807877;R-MMU-6807866;R-MMU-6809006;R-MMU-6809011;R-MMU-5694446;R-MMU-6807868;R-MMU-6809003;R-MMU-6807864;R-MMU-6807875;R-MMU-5694418;R-MMU-5694441;R-MMU-6807872"
R-MMU-168898,"Toll-like Receptor Cascades",4,148,0.015949994611488306,0.12072339235863738,0.27265273178544835,4,108,0.013924703455389376,10090,Mus musculus,"Q9WTX6;Q8VCM7;Q9D7X3;Q8K0E8","Q9WTX6;Q8VCM7;Q9D7X3;Q8K0E8","R-MMU-5684248;R-MMU-203797;R-MMU-5684250;R-MMU-8870678"
R-MMU-446203,"Asparagine N-linked glycosylation",6,264,0.028451341739411575,0.1211562520191265,0.27265273178544835,15,113,0.014569365652398143,10090,Mus musculus,"Q9Z1Z0;P14211;Q922F4;Q9JIF7;P54728;Q5XJY5","Q9Z1Z0;P14211;Q922F4;Q9JIF7;P54728;Q5XJY5","R-MMU-6809010;R-MMU-6807877;R-MMU-6807866;R-MMU-6809006;R-MMU-6809011;R-MMU-5694446;R-MMU-6807868;R-MMU-6809003;R-MMU-8850594;R-MMU-901047;R-MMU-6807864;R-MMU-6807875;R-MMU-5694418;R-MMU-5694441;R-MMU-6807872"
R-MMU-6811434,"COPI-dependent Golgi-to-ER retrograde traffic",3,95,0.010238172216833711,0.12138196504404763,0.27265273178544835,6,11,0.0014182568334192883,10090,Mus musculus,"Q922F4;Q9JIF7;Q5XJY5","Q922F4;Q9JIF7;Q5XJY5","R-MMU-6811418;R-MMU-6811426;R-MMU-6811427;R-MMU-6811417;R-MMU-6811412;R-MMU-6811423"
R-MMU-112315,"Transmission across Chemical Synapses",5,207,0.02230843840931135,0.12496321934933863,0.27265273178544835,8,92,0.01186178442496132,10090,Mus musculus,"Q9DBG3;O88587;P17427;P17426;P62874","Q9DBG3;O88587;P17427;P17426;P62874","R-MMU-1013013;R-MMU-1013020;R-MMU-1013012;R-MMU-500717;R-MMU-421007;R-MMU-416639;R-MMU-379387;R-MMU-379464"
R-MMU-5673001,"RAF/MAP kinase cascade",6,268,0.028882422674857203,0.12750540447534164,0.27265273178544835,11,73,0.009412068076328004,10090,Mus musculus,"Q99JI6;Q9R1P1;Q9JKF1;Q8VCM7;Q62048;Q8K0E8","Q99JI6;Q9R1P1;Q9JKF1;Q8VCM7;Q62048;Q8K0E8","R-MMU-5672978;R-MMU-9657608;R-MMU-5674387;R-MMU-5675206;R-MMU-9657603;R-MMU-9657606;R-MMU-5672973;R-MMU-9657599;R-MMU-5672972;R-MMU-5672980;R-MMU-5658430"
R-MMU-5628897,"TP53 Regulates Metabolic Genes",2,49,0.005280741459208966,0.12923902199124915,0.27265273178544835,3,17,0.002191851469829809,10090,Mus musculus,"Q8BRK8;Q9D1L9","Q8BRK8;Q9D1L9","R-MMU-5631941;R-MMU-380979;R-MMU-380927"
R-MMU-190873,"Gap junction degradation",1,11,0.0011854725724754823,0.13061459195689273,0.27265273178544835,4,4,5.157297576070139E-4,10090,Mus musculus,"P98078","P98078","R-MMU-196017;R-MMU-190829;R-MMU-190519;R-MMU-196026"
R-MMU-418885,"DCC mediated attractive signaling",1,11,0.0011854725724754823,0.13061459195689273,0.27265273178544835,2,9,0.0011603919546157814,10090,Mus musculus,"P60766","P60766","R-MMU-418850;R-MMU-418874"
R-MMU-8875555,"MET activates RAP1 and RAC1",1,11,0.0011854725724754823,0.13061459195689273,0.27265273178544835,1,5,6.446621970087674E-4,10090,Mus musculus,"Q99JI6","Q99JI6","R-MMU-8875568"
R-MMU-5689877,"Josephin domain DUBs",1,11,0.0011854725724754823,0.13061459195689273,0.27265273178544835,1,6,7.735946364105209E-4,10090,Mus musculus,"P54728","P54728","R-MMU-5688786"
R-MMU-159854,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",1,11,0.0011854725724754823,0.13061459195689273,0.27265273178544835,3,26,0.0033522434244455906,10090,Mus musculus,"O88947","O88947","R-MMU-159819;R-MMU-159733;R-MMU-159757"
R-MMU-156580,"Phase II - Conjugation of compounds",3,99,0.01066925315227934,0.13264630908161523,0.27265273178544835,4,67,0.008638473439917483,10090,Mus musculus,"Q99LB6;O88587;Q91WU5","Q99LB6;O88587;Q91WU5","R-MMU-5696213;R-MMU-5696220;R-MMU-175983;R-MMU-5603114"
R-MMU-72695,"Formation of the ternary complex, and subsequently, the 43S complex",2,50,0.005388511693070374,0.1335067457034267,0.27265273178544835,1,3,3.8679731820526046E-4,10090,Mus musculus,"P62245;Q99JX4","P62245;Q99JX4","R-MMU-72691"
R-MMU-5684996,"MAPK1/MAPK3 signaling",6,274,0.02952904407802565,0.13732834354270362,0.27265273178544835,11,80,0.010314595152140279,10090,Mus musculus,"Q99JI6;Q9R1P1;Q9JKF1;Q8VCM7;Q62048;Q8K0E8","Q99JI6;Q9R1P1;Q9JKF1;Q8VCM7;Q62048;Q8K0E8","R-MMU-5672978;R-MMU-9657608;R-MMU-5674387;R-MMU-5675206;R-MMU-9657603;R-MMU-9657606;R-MMU-5672973;R-MMU-9657599;R-MMU-5672972;R-MMU-5672980;R-MMU-5658430"
R-MMU-8939902,"Regulation of RUNX2 expression and activity",2,51,0.005496281926931782,0.1378063053330173,0.27265273178544835,3,5,6.446621970087674E-4,10090,Mus musculus,"Q9WTX6;Q9R1P1","Q9WTX6;Q9R1P1","R-MMU-8939688;R-MMU-8939706;R-MMU-8939801"
R-MMU-418457,"cGMP effects",1,12,0.0012932428063368898,0.14161401307670962,0.27265273178544835,1,2,2.5786487880350697E-4,10090,Mus musculus,"P0C605","P0C605","R-MMU-418442"
R-MMU-389359,"CD28 dependent Vav1 pathway",1,12,0.0012932428063368898,0.14161401307670962,0.27265273178544835,2,6,7.735946364105209E-4,10090,Mus musculus,"P60766","P60766","R-MMU-389350;R-MMU-389788"
R-MMU-1855183,"Synthesis of IP2, IP, and Ins in the cytosol",1,12,0.0012932428063368898,0.14161401307670962,0.27265273178544835,1,11,0.0014182568334192883,10090,Mus musculus,"Q9JHU9","Q9JHU9","R-MMU-1855178"
R-MMU-2162123,"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)",1,12,0.0012932428063368898,0.14161401307670962,0.27265273178544835,1,17,0.002191851469829809,10090,Mus musculus,"O35074","O35074","R-MMU-76496"
R-MMU-211859,"Biological oxidations",5,218,0.023493910981786832,0.14576885526168692,0.27265273178544835,13,171,0.022047447137699846,10090,Mus musculus,"Q64462;Q99LB6;O35074;O88587;Q91WU5","Q64462;Q99LB6;O35074;O88587;Q91WU5","R-MMU-193709;R-MMU-211962;R-MMU-215526;R-MMU-192157;R-MMU-175983;R-MMU-5603114;R-MMU-211924;R-MMU-211873;R-MMU-76496;R-MMU-5696213;R-MMU-5696220;R-MMU-193845;R-MMU-76466"
R-MMU-9607240,"FLT3 Signaling",6,279,0.030067895247332686,0.1457808900333305,0.27265273178544835,11,82,0.010572460030943786,10090,Mus musculus,"Q99JI6;Q9R1P1;Q9JKF1;Q8VCM7;Q62048;Q8K0E8","Q99JI6;Q9R1P1;Q9JKF1;Q8VCM7;Q62048;Q8K0E8","R-MMU-5672978;R-MMU-9657608;R-MMU-5674387;R-MMU-5675206;R-MMU-9657603;R-MMU-9657606;R-MMU-5672973;R-MMU-9657599;R-MMU-5672972;R-MMU-5672980;R-MMU-5658430"
R-MMU-6781823,"Formation of TC-NER Pre-Incision Complex",2,53,0.005711822394654596,0.14649509577934583,0.27265273178544835,1,7,9.025270758122744E-4,10090,Mus musculus,"P61202;Q99LD4","P61202;Q99LD4","R-MMU-6781833"
R-MMU-8854050,"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis",2,54,0.005819592628516004,0.15088148629802,0.27265273178544835,6,6,7.735946364105209E-4,10090,Mus musculus,"Q9WTX6;Q9R1P1","Q9WTX6;Q9R1P1","R-MMU-8854071;R-MMU-8854041;R-MMU-8854051;R-MMU-8854052;R-MMU-8853496;R-MMU-8854044"
R-MMU-75205,"Dissolution of Fibrin Clot",1,13,0.0014010130401982972,0.15247543461035207,0.27265273178544835,12,18,0.0023207839092315627,10090,Mus musculus,"P20918","P20918","R-MMU-158784;R-MMU-158941;R-MMU-158756;R-MMU-158721;R-MMU-158982;R-MMU-158722;R-MMU-158925;R-MMU-158750;R-MMU-158747;R-MMU-158744;R-MMU-158942;R-MMU-158893"
R-MMU-202670,"ERKs are inactivated",1,13,0.0014010130401982972,0.15247543461035207,0.27265273178544835,1,2,2.5786487880350697E-4,10090,Mus musculus,"Q9D7X3","Q9D7X3","R-MMU-203797"
R-MMU-5684264,"MAP3K8 (TPL2)-dependent MAPK1/3 activation",1,13,0.0014010130401982972,0.15247543461035207,0.27265273178544835,2,7,9.025270758122744E-4,10090,Mus musculus,"Q9WTX6","Q9WTX6","R-MMU-5684248;R-MMU-5684250"
R-MMU-74217,"Purine salvage",1,13,0.0014010130401982972,0.15247543461035207,0.27265273178544835,1,11,0.0014182568334192883,10090,Mus musculus,"P00493","P00493","R-MMU-74215"
